system,weights,ky,kx,radius,extracted_magnitude,extracted_freq,label,exact_magnitude,exact_freq,magnitude_error,freq_error
rotating,trained,-3,3,4.242640687119285,0.9293726352669623,0.023597700552111106,damped,0.9329574768719912,0.0238732414637843,-0.00358484160502881,-0.000275540911673193
rotating,trained,-3,4,5.0,0.9044890586538482,0.0235624010105205,damped,0.9081162722143948,0.0238732414637843,-0.003627213560546627,-0.00031084045326379775
rotating,trained,-3,5,5.830951894845301,0.8744378830413547,0.023962804701739397,damped,0.8771470002880658,0.0238732414637843,-0.002709117246711079,8.956323795509744e-05
rotating,trained,-2,0,2.0,0.9803394869867812,0.02368867668690048,damped,0.9846970418195912,0.023873241463784306,-0.004357554832809973,-0.00018456477688382628
rotating,trained,-2,1,2.23606797749979,0.9765201549655216,0.023710054731325418,damped,0.9809080339138542,0.0238732414637843,-0.004387878948332591,-0.00016318673245888093
rotating,trained,-2,2,2.8284271247461903,0.9659461666474638,0.02383485580617114,damped,0.9696282641682539,0.0238732414637843,-0.003682097520790073,-3.838565761316026e-05
rotating,trained,-2,3,3.605551275463989,0.9477370709952179,0.023794813663796408,damped,0.9511161542325851,0.0238732414637843,-0.003379083237367242,-7.842779998789087e-05
rotating,trained,-2,4,4.47213595499958,0.9219148506367649,0.023695481483084677,damped,0.9257914512036179,0.023873241463784306,-0.003876600566853017,-0.0001777599806996287
rotating,trained,-2,5,5.385164807134504,0.8919242839995137,0.02379914701645323,damped,0.8942194068777493,0.023873241463784306,-0.0022951228782355226,-7.40944473310752e-05
rotating,trained,-1,0,1.0,0.9899616983361444,0.023571908702127456,damped,0.9961521079633432,0.0238732414637843,-0.006190409627198745,-0.00030133276165684314
rotating,trained,-1,1,1.4142135623730951,0.9874513334668645,0.02379709448859216,damped,0.9923190221998122,0.0238732414637843,-0.004867688732947628,-7.6146975192138e-05
rotating,trained,-1,2,2.23606797749979,0.9765917066214309,0.023829632767548112,damped,0.9809080339138542,0.0238732414637843,-0.004316327292423261,-4.3608696236187294e-05
rotating,trained,-1,3,3.1622776601683795,0.9585512106148374,0.023771400474465135,damped,0.9621805709967428,0.023873241463784306,-0.003629360381905422,-0.0001018409893191706
rotating,trained,-1,4,4.123105625617661,0.932910433653947,0.02372366273831406,damped,0.9365612634996526,0.023873241463784296,-0.0036508298457056387,-0.00014957872547023687
rotating,trained,-1,5,5.0990195135927845,0.9006942677061522,0.02360354494941598,damped,0.9046219388421827,0.023873241463784306,-0.003927671136030431,-0.00026969651436832554
rotating,trained,0,0,0.0,0.9948715852033355,0.02360732861966425,damped,0.9999999999999999,0.0238732414637843,-0.005128414796664371,-0.00026591284412004826
rotating,trained,0,1,1.0,0.9921367402733311,0.023673776347615767,damped,0.9961521079633432,0.0238732414637843,-0.004015367690012095,-0.0001994651161685325
rotating,trained,0,2,2.0,0.9802563439973323,0.023642935179330738,damped,0.9846970418195912,0.023873241463784306,-0.0044406978222588656,-0.0002303062844535679
rotating,trained,0,3,3.0,0.9621435060868113,0.023532231662186712,damped,0.9658972392920434,0.023873241463784306,-0.0037537332052320904,-0.0003410098015975936
rotating,trained,0,4,4.0,0.9371338687164682,0.023584332025151575,damped,0.9401789706739411,0.0238732414637843,-0.0030451019574728733,-0.0002889094386327243
rotating,trained,0,5,5.0,0.9051085137034491,0.02349729126227812,damped,0.9081162722143948,0.0238732414637843,-0.0030077585109457017,-0.0003759502015061797
rotating,trained,0,6,6.0,0.8687023210344597,0.023932015232241612,damped,0.8704096536513517,0.0238732414637843,-0.0017073326168920433,5.877376845731322e-05
rotating,trained,1,0,1.0,0.9899739014128165,0.023573097201985846,damped,0.9961521079633432,0.0238732414637843,-0.006178206550526699,-0.00030014426179845316
rotating,trained,1,1,1.4142135623730951,0.9884090967097653,0.023760768352672535,damped,0.9923190221998122,0.0238732414637843,-0.003909925490046873,-0.00011247311111176397
rotating,trained,1,2,2.23606797749979,0.9769377843683354,0.023712144152227152,damped,0.9809080339138542,0.0238732414637843,-0.0039702495455187226,-0.00016109731155714707
rotating,trained,1,3,3.1622776601683795,0.9586190021532522,0.02372923795305861,damped,0.9621805709967428,0.023873241463784306,-0.00356156884349057,-0.00014400351072569456
rotating,trained,1,4,4.123105625617661,0.9329611522392458,0.02368204725131461,damped,0.9365612634996526,0.023873241463784296,-0.003600111260406824,-0.00019119421246968638
rotating,trained,1,5,5.0990195135927845,0.9012432464782613,0.02393874099784769,damped,0.9046219388421827,0.023873241463784306,-0.0033786923639214095,6.549953406338391e-05
rotating,trained,2,0,2.0,0.9803498635770973,0.023689477575664954,damped,0.9846970418195912,0.023873241463784306,-0.004347178242493865,-0.00018376388811935235
rotating,trained,2,1,2.23606797749979,0.976532086108947,0.023769088959217928,damped,0.9809080339138542,0.0238732414637843,-0.004375947804907132,-0.00010415250456637104
rotating,trained,2,2,2.8284271247461903,0.9651547613510596,0.023681739775929123,damped,0.9696282641682539,0.0238732414637843,-0.004473502817194275,-0.00019150168785517577
rotating,trained,2,3,3.605551275463989,0.9470148065011157,0.02361311241602601,damped,0.9511161542325851,0.0238732414637843,-0.004101347731469418,-0.0002601290477582882
rotating,trained,2,4,4.47213595499958,0.9212679046089358,0.023542757876186593,damped,0.9257914512036179,0.023873241463784306,-0.004523546594682126,-0.000330483587597713
rotating,trained,2,5,5.385164807134504,0.8903481293913648,0.02380795577837551,damped,0.8942194068777493,0.023873241463784306,-0.0038712774863844945,-6.528568540879742e-05
rotating,trained,3,0,3.0,0.9623955016410539,0.023791928413929714,damped,0.9658972392920434,0.023873241463784306,-0.0035017376509894893,-8.13130498545922e-05
rotating,trained,3,1,3.1622776601683795,0.9581116115779712,0.023701384641326966,damped,0.9621805709967428,0.023873241463784306,-0.004068959418771612,-0.00017185682245733983
rotating,trained,3,2,3.605551275463989,0.9473502858252167,0.02369703478841151,damped,0.9511161542325851,0.0238732414637843,-0.003765868407368367,-0.0001762066753727906
rotating,trained,3,3,4.242640687119285,0.9297484725667137,0.023567759889369152,damped,0.9329574768719912,0.0238732414637843,-0.0032090043052774853,-0.0003054815744151472
rotating,trained,3,4,5.0,0.9055183707655865,0.023607222481348514,damped,0.9081162722143948,0.0238732414637843,-0.0025979014488083374,-0.0002660189824357853
rotating,trained,3,5,5.830951894845301,0.8756674650190955,0.0235767931782807,damped,0.8771470002880658,0.0238732414637843,-0.0014795352689702668,-0.0002964482855035977
rotating,trained,4,0,4.0,0.9399961215919097,0.023717624953142415,damped,0.9401789706739411,0.0238732414637843,-0.00018284908203136663,-0.00015561651064188373
rotating,trained,4,1,4.123105625617661,0.932532902850269,0.023587461356265355,damped,0.9365612634996526,0.023873241463784296,-0.004028360649383611,-0.00028578010751894103
rotating,trained,4,2,4.47213595499958,0.921616041634868,0.023559258127703837,damped,0.9257914512036179,0.023873241463784306,-0.004175409568749955,-0.00031398333608046933
rotating,trained,4,3,5.0,0.9059685964104199,0.023548035325310218,damped,0.9081162722143948,0.0238732414637843,-0.002147675803974902,-0.0003252061384740809
rotating,trained,4,4,5.656854249492381,0.8826774984091308,0.023582182075899964,damped,0.8839364968975113,0.023873241463784306,-0.0012589984883805139,-0.00029105938788434246
rotating,trained,5,0,5.0,0.8966488627418034,0.024131461698317334,damped,0.9081162722143948,0.0238732414637843,-0.011467409472591394,0.00025822023453303533
rotating,trained,5,1,5.0990195135927845,0.9046698530413412,0.023422721736475218,damped,0.9046219388421827,0.023873241463784306,4.7914199158505255e-05,-0.0004505197273090879
rotating,trained,5,2,5.385164807134504,0.8932673184543508,0.023268378725555105,damped,0.8942194068777493,0.023873241463784306,-0.000952088423398445,-0.0006048627382292011
rotating,trained,5,3,5.830951894845301,0.8770392984025801,0.023799121590253058,damped,0.8771470002880658,0.0238732414637843,-0.00010770188548570037,-7.411987353124136e-05
rotating,trained,6,0,6.0,0.8392898939559459,0.02368543257700369,damped,0.8704096536513517,0.0238732414637843,-0.031119759695405813,-0.0001878088867806084
rotating,untrained,-6,0,6.0,0.0015882770855641106,6.567342323333565e-05,damped,0.8704096536513517,0.0238732414637843,-0.8688213765657876,-0.023807568040550963
rotating,untrained,-5,0,5.0,0.0015883701715286313,4.595962907258606e-05,damped,0.9081162722143948,0.0238732414637843,-0.9065279020428662,-0.02382728183471171
rotating,untrained,-5,1,5.0990195135927845,0.0015891444661758649,1.6673688024909413e-05,damped,0.9046219388421827,0.023873241463784306,-0.9030327943760068,-0.023856567775759396
rotating,untrained,-5,2,5.385164807134504,0.0015893721307166078,1.705754059638423e-05,damped,0.8942194068777493,0.023873241463784306,-0.8926300347470326,-0.02385618392318792
rotating,untrained,-5,3,5.830951894845301,0.001588200355585089,2.729820667016302e-05,damped,0.8771470002880658,0.0238732414637843,-0.8755587999324808,-0.023845943257114137
rotating,untrained,-4,0,4.0,0.0015890231035002992,4.239646268841685e-05,damped,0.9401789706739411,0.0238732414637843,-0.9385899475704408,-0.023830845001095884
rotating,untrained,-4,1,4.123105625617661,0.0015890416344752068,4.604488995423586e-05,damped,0.9365612634996526,0.023873241463784296,-0.9349722218651775,-0.023827196573830058
rotating,untrained,-4,2,4.47213595499958,0.0015891979329787753,8.795240097808045e-07,damped,0.9257914512036179,0.023873241463784306,-0.9242022532706392,-0.023872361939774524
rotating,untrained,-4,3,5.0,0.0015895850140467138,2.1613661323744937e-05,damped,0.9081162722143948,0.0238732414637843,-0.9065266872003481,-0.023851627802460553
rotating,untrained,-4,4,5.656854249492381,0.001588596243561405,3.0887682955237066e-05,damped,0.8839364968975113,0.023873241463784306,-0.8823479006539499,-0.023842353780829068
rotating,untrained,-3,0,3.0,0.001589616860358405,3.057026017218506e-05,damped,0.9658972392920434,0.023873241463784306,-0.964307622431685,-0.02384267120361212
rotating,untrained,-3,1,3.1622776601683795,0.0015886071864178875,1.5189809699125585e-05,damped,0.9621805709967428,0.023873241463784306,-0.960591963810325,-0.02385805165408518
rotating,untrained,-3,2,3.605551275463989,0.001588692971402369,4.781336491687266e-05,damped,0.9511161542325851,0.0238732414637843,-0.9495274612611827,-0.023825428098867427
rotating,untrained,-3,3,4.242640687119285,0.0015890335034717375,2.511736266036749e-05,damped,0.9329574768719912,0.0238732414637843,-0.9313684433685194,-0.02384812410112393
rotating,untrained,-3,4,5.0,0.0015887117954429516,6.459155767500075e-05,damped,0.9081162722143948,0.0238732414637843,-0.9065275604189519,-0.0238086499061093
rotating,untrained,-3,5,5.830951894845301,0.0015889466570952844,5.26030503946724e-05,damped,0.8771470002880658,0.0238732414637843,-0.8755580536309705,-0.023820638413389626
rotating,untrained,-2,0,2.0,0.0015892586805989035,5.3050535830613165e-05,damped,0.9846970418195912,0.023873241463784306,-0.9831077831389923,-0.023820190927953695
rotating,untrained,-2,1,2.23606797749979,0.0015883346967483741,3.452077659756437e-05,damped,0.9809080339138542,0.0238732414637843,-0.9793196992171058,-0.023838720687186735
rotating,untrained,-2,2,2.8284271247461903,0.0015889129811960422,4.0276085134695414e-05,damped,0.9696282641682539,0.0238732414637843,-0.9680393511870579,-0.023832965378649602
rotating,untrained,-2,3,3.605551275463989,0.0015889936423514304,3.687729005168074e-05,damped,0.9511161542325851,0.0238732414637843,-0.9495271605902337,-0.023836364173732617
rotating,untrained,-2,4,4.47213595499958,0.001588518844402362,4.59129872662992e-05,damped,0.9257914512036179,0.023873241463784306,-0.9242029323592156,-0.023827328476518007
rotating,untrained,-2,5,5.385164807134504,0.0015886047329626979,2.4279732052644587e-05,damped,0.8942194068777493,0.023873241463784306,-0.8926308021447865,-0.02384896173173166
rotating,untrained,-1,0,1.0,0.0015889290855525028,3.0471533943188857e-05,damped,0.9961521079633432,0.0238732414637843,-0.9945631788777907,-0.02384276992984111
rotating,untrained,-1,1,1.4142135623730951,0.0015891317175805674,1.209829204238751e-06,damped,0.9923190221998122,0.0238732414637843,-0.9907298904822316,-0.02387203163458006
rotating,untrained,-1,2,2.23606797749979,0.0015890843396503087,4.541328554897355e-05,damped,0.9809080339138542,0.0238732414637843,-0.9793189495742038,-0.023827828178235325
rotating,untrained,-1,3,3.1622776601683795,0.0015886904242089636,3.528560995307985e-05,damped,0.9621805709967428,0.023873241463784306,-0.9605918805725339,-0.023837955853831225
rotating,untrained,-1,4,4.123105625617661,0.0015894766692488677,1.6063246646447703e-05,damped,0.9365612634996526,0.023873241463784296,-0.9349717868304037,-0.02385717821713785
rotating,untrained,-1,5,5.0990195135927845,0.0015890341731418572,2.105409428590406e-05,damped,0.9046219388421827,0.023873241463784306,-0.9030329046690408,-0.0238521873694984
