arm,kind,dose,n_components,params_moved,frac_of_model,test_vrmse,train_s,ray,distance,seed,diffusion,omega,budget
transplant_damped_2,transplant_damped,2,2,168,0.02364,0.052577875554561615,10.0,sharp,0.5,0,0.2808754005306239,0.854471411688589,4
transplant_damped_2,transplant_damped,2,2,168,0.02364,0.05499177426099777,10.3,sharp,0.5,1,0.2808754005306239,0.854471411688589,4
transplant_damped_2,transplant_damped,2,2,168,0.02364,0.06710228323936462,9.4,sharp,0.5,2,0.2808754005306239,0.854471411688589,4
transplant_resonant_3,transplant_resonant,3,3,252,0.03546,0.05060472711920738,9.7,sharp,0.5,0,0.2808754005306239,0.854471411688589,4
transplant_resonant_3,transplant_resonant,3,3,252,0.03546,0.05214688554406166,9.5,sharp,0.5,1,0.2808754005306239,0.854471411688589,4
transplant_resonant_3,transplant_resonant,3,3,252,0.03546,0.06606683135032654,9.5,sharp,0.5,2,0.2808754005306239,0.854471411688589,4
transplant_damped_3,transplant_damped,3,3,252,0.03546,0.052107226103544235,9.9,sharp,0.5,0,0.2808754005306239,0.854471411688589,4
transplant_damped_3,transplant_damped,3,3,252,0.03546,0.05450322851538658,9.8,sharp,0.5,1,0.2808754005306239,0.854471411688589,4
transplant_damped_3,transplant_damped,3,3,252,0.03546,0.06692744791507721,9.8,sharp,0.5,2,0.2808754005306239,0.854471411688589,4
scratch,scratch,0,0,0,0.0,0.04874178767204285,10.2,sharp,1.0,0,0.19722747655809594,1.2168689889884832,4
scratch,scratch,0,0,0,0.0,0.04735906794667244,9.8,sharp,1.0,1,0.19722747655809594,1.2168689889884832,4
scratch,scratch,0,0,0,0.0,0.058643512427806854,9.6,sharp,1.0,2,0.19722747655809594,1.2168689889884832,4
finetune,finetune,-1,0,7106,1.0,0.009354593232274055,9.7,sharp,1.0,0,0.19722747655809594,1.2168689889884832,4
finetune,finetune,-1,0,7106,1.0,0.009394611231982708,9.6,sharp,1.0,1,0.19722747655809594,1.2168689889884832,4
finetune,finetune,-1,0,7106,1.0,0.009118953719735146,9.5,sharp,1.0,2,0.19722747655809594,1.2168689889884832,4
transplant_all,transplant_all,-2,8,672,0.09457,0.044763755053281784,9.4,sharp,1.0,0,0.19722747655809594,1.2168689889884832,4
transplant_all,transplant_all,-2,8,672,0.09457,0.041036177426576614,9.4,sharp,1.0,1,0.19722747655809594,1.2168689889884832,4
transplant_all,transplant_all,-2,8,672,0.09457,0.056450121104717255,9.3,sharp,1.0,2,0.19722747655809594,1.2168689889884832,4
transplant_resonant_1,transplant_resonant,1,1,84,0.01182,0.047627683728933334,9.4,sharp,1.0,0,0.19722747655809594,1.2168689889884832,4
transplant_resonant_1,transplant_resonant,1,1,84,0.01182,0.045476581901311874,9.3,sharp,1.0,1,0.19722747655809594,1.2168689889884832,4
transplant_resonant_1,transplant_resonant,1,1,84,0.01182,0.05795092135667801,9.3,sharp,1.0,2,0.19722747655809594,1.2168689889884832,4
transplant_damped_1,transplant_damped,1,1,84,0.01182,0.04842609539628029,9.3,sharp,1.0,0,0.19722747655809594,1.2168689889884832,4
transplant_damped_1,transplant_damped,1,1,84,0.01182,0.04672535881400108,9.5,sharp,1.0,1,0.19722747655809594,1.2168689889884832,4
transplant_damped_1,transplant_damped,1,1,84,0.01182,0.05847449600696564,9.3,sharp,1.0,2,0.19722747655809594,1.2168689889884832,4
transplant_resonant_2,transplant_resonant,2,2,168,0.02364,0.04685588926076889,9.4,sharp,1.0,0,0.19722747655809594,1.2168689889884832,4
transplant_resonant_2,transplant_resonant,2,2,168,0.02364,0.044683780521154404,9.5,sharp,1.0,1,0.19722747655809594,1.2168689889884832,4
transplant_resonant_2,transplant_resonant,2,2,168,0.02364,0.05753712356090546,9.4,sharp,1.0,2,0.19722747655809594,1.2168689889884832,4
transplant_damped_2,transplant_damped,2,2,168,0.02364,0.047971028834581375,9.3,sharp,1.0,0,0.19722747655809594,1.2168689889884832,4
transplant_damped_2,transplant_damped,2,2,168,0.02364,0.046183906495571136,9.4,sharp,1.0,1,0.19722747655809594,1.2168689889884832,4
transplant_damped_2,transplant_damped,2,2,168,0.02364,0.058106012642383575,9.4,sharp,1.0,2,0.19722747655809594,1.2168689889884832,4
transplant_resonant_3,transplant_resonant,3,3,252,0.03546,0.04634523391723633,9.3,sharp,1.0,0,0.19722747655809594,1.2168689889884832,4
transplant_resonant_3,transplant_resonant,3,3,252,0.03546,0.043873485177755356,9.4,sharp,1.0,1,0.19722747655809594,1.2168689889884832,4
transplant_resonant_3,transplant_resonant,3,3,252,0.03546,0.057391732931137085,9.3,sharp,1.0,2,0.19722747655809594,1.2168689889884832,4
transplant_damped_3,transplant_damped,3,3,252,0.03546,0.04767683520913124,9.4,sharp,1.0,0,0.19722747655809594,1.2168689889884832,4
transplant_damped_3,transplant_damped,3,3,252,0.03546,0.04582080617547035,9.4,sharp,1.0,1,0.19722747655809594,1.2168689889884832,4
transplant_damped_3,transplant_damped,3,3,252,0.03546,0.05796355754137039,9.4,sharp,1.0,2,0.19722747655809594,1.2168689889884832,4
scratch,scratch,0,0,0,0.0,0.043669719249010086,9.4,sharp,1.75,0,0.11605075981793796,2.0680605657086204,4
scratch,scratch,0,0,0,0.0,0.03689255565404892,9.4,sharp,1.75,1,0.11605075981793796,2.0680605657086204,4
scratch,scratch,0,0,0,0.0,0.06000050902366638,9.5,sharp,1.75,2,0.11605075981793796,2.0680605657086204,4
finetune,finetune,-1,0,7106,1.0,0.011177812702953815,9.4,sharp,1.75,0,0.11605075981793796,2.0680605657086204,4
finetune,finetune,-1,0,7106,1.0,0.011470678262412548,9.4,sharp,1.75,1,0.11605075981793796,2.0680605657086204,4
finetune,finetune,-1,0,7106,1.0,0.010943297296762466,9.5,sharp,1.75,2,0.11605075981793796,2.0680605657086204,4
transplant_all,transplant_all,-2,8,672,0.09457,0.0419553704559803,9.4,sharp,1.75,0,0.11605075981793796,2.0680605657086204,4
transplant_all,transplant_all,-2,8,672,0.09457,0.03312264755368233,9.5,sharp,1.75,1,0.11605075981793796,2.0680605657086204,4
transplant_all,transplant_all,-2,8,672,0.09457,0.05923350900411606,9.4,sharp,1.75,2,0.11605075981793796,2.0680605657086204,4
transplant_resonant_1,transplant_resonant,1,1,84,0.01182,0.04308231174945831,9.4,sharp,1.75,0,0.11605075981793796,2.0680605657086204,4
transplant_resonant_1,transplant_resonant,1,1,84,0.01182,0.03559209033846855,9.4,sharp,1.75,1,0.11605075981793796,2.0680605657086204,4
transplant_resonant_1,transplant_resonant,1,1,84,0.01182,0.059636566787958145,9.5,sharp,1.75,2,0.11605075981793796,2.0680605657086204,4
transplant_damped_1,transplant_damped,1,1,84,0.01182,0.043566733598709106,9.6,sharp,1.75,0,0.11605075981793796,2.0680605657086204,4
transplant_damped_1,transplant_damped,1,1,84,0.01182,0.036424051970243454,9.4,sharp,1.75,1,0.11605075981793796,2.0680605657086204,4
transplant_damped_1,transplant_damped,1,1,84,0.01182,0.05993850901722908,9.5,sharp,1.75,2,0.11605075981793796,2.0680605657086204,4
transplant_resonant_2,transplant_resonant,2,2,168,0.02364,0.0426182821393013,9.5,sharp,1.75,0,0.11605075981793796,2.0680605657086204,4
transplant_resonant_2,transplant_resonant,2,2,168,0.02364,0.035026002675294876,9.5,sharp,1.75,1,0.11605075981793796,2.0680605657086204,4
transplant_resonant_2,transplant_resonant,2,2,168,0.02364,0.059420060366392136,9.5,sharp,1.75,2,0.11605075981793796,2.0680605657086204,4
transplant_damped_2,transplant_damped,2,2,168,0.02364,0.0433550663292408,9.5,sharp,1.75,0,0.11605075981793796,2.0680605657086204,4
transplant_damped_2,transplant_damped,2,2,168,0.02364,0.03612491488456726,9.5,sharp,1.75,1,0.11605075981793796,2.0680605657086204,4
transplant_damped_2,transplant_damped,2,2,168,0.02364,0.059779584407806396,9.5,sharp,1.75,2,0.11605075981793796,2.0680605657086204,4
transplant_resonant_3,transplant_resonant,3,3,252,0.03546,0.0424385741353035,9.5,sharp,1.75,0,0.11605075981793796,2.0680605657086204,4
transplant_resonant_3,transplant_resonant,3,3,252,0.03546,0.034676581621170044,9.5,sharp,1.75,1,0.11605075981793796,2.0680605657086204,4
transplant_resonant_3,transplant_resonant,3,3,252,0.03546,0.05948576703667641,9.5,sharp,1.75,2,0.11605075981793796,2.0680605657086204,4
transplant_damped_3,transplant_damped,3,3,252,0.03546,0.04325012490153313,9.5,sharp,1.75,0,0.11605075981793796,2.0680605657086204,4
transplant_damped_3,transplant_damped,3,3,252,0.03546,0.0359693206846714,9.5,sharp,1.75,1,0.11605075981793796,2.0680605657086204,4
transplant_damped_3,transplant_damped,3,3,252,0.03546,0.05980012193322182,9.5,sharp,1.75,2,0.11605075981793796,2.0680605657086204,4
