held_out,split,members,epochs,seed,scale,ece,mce,ece_rescaled,mce_rescaled,sigma_ece,sigma_mce
bubbles,seen,4,30,0,1.1645390806928932,0.06584423000529661,0.13738082627118642,0.03582920914989406,0.1049622616525423,0.3875813110830248,1.3703748719424276
bubbles,held,4,30,0,1.1645390806928932,0.13144191935911018,0.21675880561440675,0.09425357797051555,0.18454051906779656,0.4949036215150026,1.949637751819933
