held_out,signal,safe_deferral_rate,reference_vrmse,base_held_vrmse,gap_ratio,tau,tau_quantile
maze,confidence,0.0,0.05104822292923927,0.04797974228858948,0.9398905492772357,0.0011931018671020865,0.95
maze,oracle,0.0,0.05104822292923927,0.04797974228858948,0.9398905492772357,0.0011931018671020865,0.95
maze,random,0.0,0.05104822292923927,0.04797974228858948,0.9398905492772357,0.0011931018671020865,0.95
