held_out,signal,safe_deferral_rate,reference_vrmse,base_held_vrmse,gap_ratio,tau,tau_quantile
bubbles,confidence,nan,0.04600192978978157,0.0895790383219719,1.9472887057418649,0.001132105360738933,0.95
bubbles,oracle,nan,0.04600192978978157,0.0895790383219719,1.9472887057418649,0.001132105360738933,0.95
bubbles,random,nan,0.04600192978978157,0.0895790383219719,1.9472887057418649,0.001132105360738933,0.95
