keep_frac,onestep_mean,onestep_std,roll6_12_mean,roll6_12_std,roll13_30_mean,roll13_30_std
1.0,0.013186818664882985,0.00040328754867112004,0.27228981256484985,0.04914037327365091,0.4681537051995595,0.07022265725613688
0.75,0.01974443181570472,0.0002822755693736766,0.37978894511858624,0.040178785283696526,0.5263387064139048,0.04574484265946421
0.5,0.05780744289526831,0.005628587040708009,0.6855680743853251,0.038550738635293416,0.5923650662104288,0.06396731619684765
0.25,0.06141326761683502,0.006746937175865672,0.7198918064435323,0.06677283178791218,0.5961121122042338,0.03648312529106719
0.1,0.06210162480082889,0.006386962042311675,0.7181426485379537,0.07602906439975606,0.5950789054234823,0.03204877940675603
