arm,snr_db,vrmse
cnn,40,0.0174916347615042
cnn,30,0.038498764573517495
cnn,20,0.1608784921088461
cnn,10,0.6574936357595152
cnn,5,0.9871263706077964
cnn,0,1.45822684239533
