n_traj,n_seeds,plain_mean,plain_std,harmonic_mean,harmonic_std,paired_diff_mean,paired_diff_std,rel_change,n_seeds_helped,exceeds_seed_spread
18,3,0.3195391496022542,0.0020966070739355668,0.3194154004255931,0.0020202560579957456,-0.0001237491766611735,0.00010020314427449776,-0.0003872739124930703,2,False
54,3,0.2798734704653422,0.0027283568685222614,0.2811916669209798,0.008301552996716846,0.001318196455637614,0.0090039213422513,0.004709972879694045,1,False
