regime,var_below_mode8,plain,harmonic,change
india_monsoon,nan,0.3199632465839386,0.3245905041694641,0.014461840961198041
sahel_wafrica,nan,0.29604002833366394,0.3441435396671295,0.16248988896612507
amazon_brazil,nan,0.44857528805732727,0.45163047313690186,0.006810863551592117
la_plata,nan,0.2592428922653198,0.25857895612716675,-0.002561058212055344
us_midwest,nan,0.238084614276886,0.23034031689167023,-0.03252750039617995
eurasia_boreal,nan,0.22254548966884613,0.2282131016254425,0.025467206569901455
