keep_frac,onestep_vrmse,rollout_6_12,rollout_13_30
1.0,0.012562963701153205,0.21902507543563843,0.33542725443840027
0.75,0.02004664320246143,0.34535014629364014,0.494875431060791
0.5,0.0495544577932964,0.6594566106796265,0.49967724084854126
0.25,0.05254979166439024,0.6775414347648621,0.5084527134895325
0.1,0.05271626033394013,0.6714568734169006,0.5089738368988037
